RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,tenure_months,date_opened
990,15681206,hsing,722.0,France,Female,49,3,168197.66,1,1.0,0,140765.57,1,36,02-10-2022
747,15787619,Hsieh,844.0,France,Male,18,2,160980.03,1,0.0,0,145936.28,0,24,2023-10-02
155,15709368,Milne,614.0,France,Female,43,6,0.0,2,1.0,1,"$109,041.53",0,72,02-10-2019
873,15794549,Andrews,722.0,FRANCE,Female,35,2,163943.89,2,1.0,1,15068.18,0,24,02 Oct 2023
564,15665956,Pendergrass,509.0,France,Female,46,1,0.0,1,1.0,0,71244.59,1,12,2024/10/01
737,15794278,Romani,816.0,Spain,Male,67,6,151858.98,1,1.0,1,72814.31,0,72,02 Oct 2019
797,15668747,Virgo,702.0,France,Female,46,9,"$98,444.19",1,0.0,1,109563.28,0,108,01-10-2016
323,15694408,Lung,749.0,France,Male,40,1,139290.41,1,1.0,0,182855.42,1,12,01-10-2024
610,15586585,Duncan,698.0,germany,Female,51,2,111018.98,1,1.0,0,86410.28,0,24,10/02/2023
598,15567446,Coffman,646.0,  Germany  ,M,39,9,111574.41,1,1.0,1,30838.51,0,108,2016/10/01
83,15641732,Mills,543.0,France,Female,36,3,0.0,2,0.0,0,26019.59,0,36,02-10-2022
816,15619708,Harker,745.0,France,Male,25,5,157993.15,2,1.0,0,146041.45,0,60,2020-10-01
465,15613786,Ogbonnaya,818.0,Spain,M,26,4,0.0,2,1.0,1,167036.94,0,48,2021-10-01
558,15634844,Miller,598.0,GERMANY,Male,41,3,91536.93,1,1.0,0,191468.78,1,36,10/02/2022
334,15728669,Knowles,584.0,  Germany  ,Female,30,8,112013.81,1,1.0,0,177772.03,1,96,01-10-2017
11,15767821,BEARCE,528.0,France,Male,31,6,102016.72,2,0.0,0,80181.12,0,72,02 Oct 2019
471,15759298,Shih,631.0,Spain,Male,27,10,134169.62,1,1.0,1,176730.02,0,120,2015/10/02
33,15750181,Sanderson,553.0,  Germany  ,Male,41,9,110112.54,2,0.0,0,81898.81,0,108,2016-10-01
603,15782569,Stout,687.0,France,Female,72,9,0.0,1,0.0,1,,0,108,01 Oct 2016
890,15600462,Barwell,542.0,France,Female,43,8,145618.37,1,0.0,1,10350.74,0,96,2017-10-01
383,15568240,Ting,492.0,Germany,Female,30,10,77168.87,2,0.0,1,146700.22,0,120,10/02/2015
779,15797227,Otutodilinna,754.0,France,Male,28,8,0.0,2,1.0,1,52615.62,0,96,2017/10/01
864,15614215,Oguejiofor,717.0,  France  ,Male,53,6,0.0,2,0.0,1,97614.87,0,72,02-10-2019
914,15655961,Palermo,756.0,Germany,male,27,1,131899.0,1,1.0,0,93302.29,0,12,2024-10-01
922,15743411,Chiawuotu,609.0,Spain,Male,61,1,,1,1.0,0,22447.85,1,12,01-10-2024
379,15677371,Ko,629.0,spain,Female,30,2,34013.63,1,1.0,0,19570.63,0,24,02-10-2023
90,15767954,Osborne,635.0,Germany,Female,28,3,81623.67,2,1.0,1,156791.36,0,36,2022/10/02
214,15594917,Miller,676.0,France,Female,34,1,,1,1.0,1,40645.81,0,12,01-10-2024
850,15725811,Lim,705.0,France,Male,25,0,"$97,544.29",1,0.0,1,59887.15,0,0,10/01/2025
134,15642004,Alekseeva,686.0,  France  ,Male,25,1,0.0,2,0.0,1,16459.37,0,12,2024/10/01
347,15658935,Freeman,630.0,Germany,Female,34,9,106937.05,2,1.0,0,138275.01,0,108,2016/10/01
8,15656148,Obinna,376.0,Germany,F,29,4,115046.74,4,1.0,0,"$119,346.88",1,48,01-10-2021
625,15745307,Ch'iu,477.0,Spain,Female,48,2,129120.64,1,0.0,1,26475.79,0,24,2023/10/02
321,15810834,gordon,525.0,Spain,Female,57,2,"$145,965.33",1,1.0,1,64448.36,0,24,10/02/2023
791,15763431,Echezonachukwu,698.0,France,Male,36,2,82275.35,2,1.0,1,93249.26,0,24,10/02/2023
188,15708710,Ford,525.0,Spain,Female,37,0,0.0,1,0.0,1,131521.72,0,0,01-10-2025
305,15812191,Brennan,553.0,France,Male,33,4,118082.89,1,0.0,0,94440.45,0,48,01-10-2021
32,15706552,Odinakachukwu,533.0,France,Male,36,7,85311.7,1,0.0,1,156731.91,0,84,2018/10/02
619,15594594,LOGGIA,546.0,Spain,male,42,7,139070.51,1,1.0,1,86945.0,0,84,10/02/2018
241,15812009,Grant,662.0,Spain,Male,38,4,0.0,2,1.0,0,136259.65,0,48,2021/10/01
735,15612966,MILANI,545.0,Germany,F,60,7,128981.07,1,0.0,1,176924.21,1,84,02-10-2018
175,15625524,Rowe,,France,male,40,5,0.0,2,1.0,1,146457.83,0,60,01 Oct 2020
246,15797219,Ifesinachi,635.0,France,Female,40,10,123497.58,1,1.0,0,131953.23,1,120,2015/10/02
57,15630053,Tsao,656.0,  France  ,Male,45,5,,1,1.0,0,87107.57,0,60,01 Oct 2020
759,15647099,Ts'ui,633.0,France,Female,37,9,156091.97,1,1.0,0,72008.61,0,108,01 Oct 2016
146,15800703,Madukwe,485.0,Spain, Female,21,5,113157.22,1,1.0,1,54141.5,0,60,01-10-2020
91,15757535,Heap,647.0,Spain,Female,44,5,,3,1.0,1,174205.22,1,60,10/01/2020
393,15573456,Cunningham,648.0,Spain,Male,46,9,127209.0,2,,0,77405.95,1,108,01 Oct 2016
311,15712287,Pokrovskii,652.0,France,Female,80,4,0.0,2,1.0,1,188603.07,0,48,01 Oct 2021
360,15592386,Campbell,520.0,France,Male,58,3,0.0,2,0.0,1,32790.02,0,36,10/02/2022
94,15640635,Capon,769.0,France, Male,29,8,,2,1.0,1,172290.61,0,96,01-10-2017
700,15736534,Elkins,742.0,Germany,Male,33,0,181656.51,1,1.0,1,107667.91,0,0,2025-10-01
758,15815364,  Ashley  ,736.0,Spain,Female,28,2,0.0,2,1.0,1,117431.1,0,24,02-10-2023
377,15583456,Gardiner,745.0,  Germany  ,Male,45,10,117231.63,3,1.0,1,122381.02,1,120,10/02/2015
244,15596175,McIntosh,659.0,Germany,Male,67,6,"$117,411.60",1,1.0,1,45071.09,1,72,10/02/2019
870,15710424,Page,435.0,France,Male,36,4,0.0,1,1.0,1,197015.2,0,48,2021-10-01
88,15625759,Rowley,729.0,France,Male,30,9,0.0,2,1.0,0,151869.35,0,108,2016-10-01
215,15785542,Kornilova,572.0,Germany,Male,26,4,"$118,287.01",2,0.0,0,60427.3,0,48,2021/10/01
992,15806926,Watson,615.0,France,Female,35,2,97440.02,2,1.0,1,139816.1,0,24,2023/10/02
174,15586310,Ting,578.0,  France  ,Male,30,4,169462.09,1,1.0,0,112187.11,0,48,01-10-2021
426,15784597,Lattimore,648.0,France, Male,26,9,"$162,923.85",1,1.0,0,98368.24,0,108,2016-10-01
783,15654060,  P'eng  ,517.0,France, Male,41,2,0.0,2,0.0,1,75937.47,0,24,02-10-2023
119,15661670,CHIDOZIE,524.0,Germany,Female,31,8,107818.63,1,1.0,0,199725.39,1,96,2017-10-01
120,15600781,wu,699.0,Germany,Male,34,4,185173.81,2,1.0,0,120834.48,0,48,10/01/2021
644,15640078,Chambers,660.0,GERMANY,Female,39,5,135134.99,1,1.0,0,173683.0,1,60,2020-10-01
1,15634602,Hargrave,619.0,France,Female,42,2,0.0,1,1.0,1,101348.88,1,24,2023/10/02
395,15620505,Celis,594.0,Spain,Female,24,0,97378.54,1,1.0,1,71405.17,0,0,2025/10/01
402,15747795,Pai,593.0,Germany,Female,38,4,129499.42,1,1.0,1,"$154,071.27",0,48,01-10-2021
405,15642291,Fontaine,685.0,France,Male,23,8,0.0,2,1.0,1,112239.03,0,96,2017/10/01
624,15773456,Lazareva,678.0,Germany,Male,36,3,"$145,747.67",2,0.0,1,89566.74,0,36,10/02/2022
631,15712403,McMillan,589.0,France,female,61,1,0.0,1,1.0,0,61108.56,1,12,01 Oct 2024
163,15630910,Treacy,800.0,France,Female,49,7,108007.36,1,,0,47125.11,0,84,2018/10/02
115,15609618,Fanucci,721.0,Germany,Male,28,9,154475.54,2,0.0,1,101300.94,1,108,01 Oct 2016
151,15650237,Morgan,754.0,Spain,Female,32,7,0.0,2,1.0,0,89520.75,0,84,02-10-2018
886,15721935,Kincaid,521.0,France,Male,25,7,0.0,2,1.0,1,157878.67,0,84,10/02/2018
586,15718057,Onyinyechukwuka,760.0,FRANCE,Female,51,2,100946.71,1,0.0,0,"$179,614.80",1,24,2023/10/02
734,15744607,Martin,738.0,Germany,male,43,9,121152.05,2,1.0,0,64166.7,1,108,10/01/2016
369,15684042,Blair,636.0,Germany,Male,150,2,40105.51,2,0.0,1,,0,24,2023/10/02
544,15705953,Kodilinyechukwu,721.0,Spain,M,51,0,169312.13,1,1.0,0,109078.35,1,0,10/01/2025
478,15809722,Ankudinov,611.0,France,Female,40,8,100812.33,2,1.0,0,147358.27,0,96,2017/10/01
533,15663478,Baldwin,729.0,France,Male,32,6,93694.42,1,1.0,1,79919.13,0,72,10/02/2019
998,15608114,MANFRIN,587.0,Spain,Male,62,7,121286.27,1,0.0,1,6776.92,0,84,10/02/2018
596,15680970,Lombardi,611.0,Germany,Female,41,2,114206.84,1,1.0,0,164061.6,0,24,10/02/2023
969,15641009,Wilhelm,544.0,France,Male,0,3,84496.71,1,0.0,0,79972.09,0,36,2022-10-02
259,15750803,Jess,693.0,France,female,30,6,"$127,992.25",1,1.0,1,50457.2,0,72,02 Oct 2019
972,15801488,Buckner,723.0,,Male,-1,3,0.0,2,1.0,1,"$134,509.47",0,36,2022/10/02
136,15584518,Arthur,589.0,Germany,Female,50,5,144895.05,2,1.0,1,34941.23,0,60,2020/10/01
935,15790299,Williamson,592.0,Spain,Male,37,9,0.0,3,1.0,1,10656.89,0,108,2016-10-01
643,15809663,DONALDSON,583.0,France,Female,27,-1,125406.58,1,1.0,1,110784.42,0,12,01-10-2024
593,15679587,Chan,666.0,France,female,34,9,"$115,897.12",1,1.0,1,25095.03,0,108,10/01/2016
805,15640280,cameron,850.0,France,Male,39,4,127771.35,2,0.0,1,151738.54,0,48,01-10-2021
502,15715941,Lueck,692.0,France, Male,54,5,0.0,2,1.0,1,88721.84,0,60,01-10-2020
539,15794142,Ferreira,564.0,Germany,Female,62,5,"$114,931.35",3,0.0,1,18260.98,1,60,2020-10-01
702,15659098,Toscano,669.0,France,Male,30,7,"$95,128.86",1,0.0,0,19799.26,0,84,2018/10/02
582,15737741,McKay,607.0,Spain,Female,33,2,108431.87,2,0.0,1,109291.39,1,24,10/02/2023
344,15684484,White,543.0,  France  ,Male,22,8,0.0,2,0.0,0,127587.22,0,96,2017-10-01
683,15775238,Achebe,1000.0,Germany, Female,41,4,133432.59,1,0.0,1,151303.48,0,48,2021/10/01
814,15775306,Ni,421.0,Germany,M,28,8,122384.22,3,1.0,1,89017.38,1,96,10/01/2017
294,15590241,Chuang,750.0,Spain,Female,34,9,112822.26,1,0.0,0,150401.53,1,108,01 Oct 2016
365,15676715,  Madukaego  ,640.0,FRANCE,Male,68,9,0.0,2,1.0,1,199493.38,0,108,01 Oct 2016
636,15633648,Jideofor,696.0,Spain,Female,51,5,0.0,2,1.0,0,55022.43,0,60,2020/10/01
15,15600882,Scott,635.0,  Spain  ,Female,35,7,0.0,2,1.0,1,65951.65,0,84,2018-10-02
87,15762418,Gant,750.0,Spain,Male,22,3,121681.82,1,1.0,0,128643.35,1,36,02 Oct 2022
371,15611579,Sutherland,801.0,Spain,Male,42,4,141947.67,1,1.0,1,10598.29,0,48,2021-10-01
166,15585388,Sherman,660.0,Germany,Male,31,9,125189.75,2,1.0,1,139874.43,0,108,10/01/2016
891,15768104,Wright,788.0,SPAIN,Male,37,8,141541.25,1,0.0,0,66013.27,0,96,2017/10/01
336,15697441,Hsueh,485.0,,Male,29,7,"$182,123.79",1,1.0,0,116828.51,1,84,2018-10-02
60,15804771,Velazquez,614.0,France,Male,51,4,40685.92,1,1.0,1,46775.28,0,48,01 Oct 2021
355,15625461,Amos,613.0,France,Female,45,1,187841.99,2,,1,147224.27,0,12,01-10-2024
425,15566111,Estes,596.0,France,Male,39,9,0.0,1,1.0,0,48963.59,0,108,01 Oct 2016
293,15655774,  Booth  ,583.0,France,M,27,7,0.0,2,1.0,0,51285.49,0,84,2018/10/02
42,15738148,Clarke,465.0,France,Female,51,8,122522.32,1,,0,181297.65,1,96,2017-10-01
330,15624528,L?,664.0,Germany,Male,26,7,116244.14,2,1.0,1,95145.14,0,84,2018/10/02
615,15660271,Duncan,688.0,Germany,Male,26,8,146133.39,1,1.0,1,175296.76,0,96,2017-10-01
430,15806467,BOYLE,568.0,Germany,Male,40,1,99282.63,1,0.0,0,134600.94,1,12,2024-10-01
80,15803136,Postle,416.0,GERMANY,Female,41,10,122189.66,2,1.0,0,98301.61,0,120,02 Oct 2015
29,15728693,McWilliams,574.0,Germany,female,43,3,141349.43,1,1.0,1,100187.43,0,36,10/02/2022
255,15665834,Cheatham,696.0,Spain,Male,28,8,,1,0.0,0,176713.47,0,96,10/01/2017
757,15637979,fuller,664.0,GERMANY,female,36,2,127160.78,2,1.0,0,78140.75,0,24,2023-10-02
459,15707362,Yin,514.0,GERMANY,Male,43,1,95556.31,1,0.0,1,199273.98,1,12,2024-10-01
384,15622993,Boyd,709.0,Germany,Male,28,8,124695.72,2,1.0,0,145251.35,0,96,2017/10/01
314,15797960,SKINNER,806.0,Germany,Female,59,0,"$135,296.33",1,1.0,0,182822.5,0,0,2025-10-01
85,15738751,Beit,493.0,France,Female,46,4,0.0,2,1.0,0,1907.66,0,48,01-10-2021
575,15644753,Hung,848.0,Spain,Male,40,3,110929.96,1,1.0,1,30876.84,0,36,10/02/2022
137,15802381,Li,,Germany,Female,34,5,63663.93,1,0.0,1,167784.28,0,60,01-10-2020
112,15665790,Rowntree,538.0,Germany,Male,39,7,108055.1,2,1.0,0,27231.26,0,84,10/02/2018
195,15679200,Crawford,580.0,Spain,male,29,9,61710.44,2,1.0,0,128077.8,0,108,2016/10/01
179,15762615,Campbell,597.0,Spain,Female,40,8,101993.12,1,0.0,1,94774.12,0,96,01 Oct 2017
895,15669987,Sung,728.0,Germany,Female,35,8,125884.95,2,1.0,0,54359.02,1,96,2017-10-01
497,15662403,Kryukova,622.0,France,Female,32,6,"$169,089.38",2,1.0,0,101057.95,0,72,02 Oct 2019
130,15591607,Fernie,770.0,France,Male,24,9,101827.07,1,1.0,0,"$167,256.35",0,108,2016/10/01
338,15648064,KENNEDY,649.0,France,Male,33,2,0.0,2,1.0,0,2010.98,0,24,02 Oct 2023
609,15607170,Boyle,699.0,France,Male,35,5,0.0,2,1.0,1,78397.24,0,60,01 Oct 2020
125,15779659,Zetticci,625.0,France,Female,28,3,0.0,1,0.0,0,183646.41,0,36,10/02/2022
970,15605926,Sinclair,649.0,Germany, Male,70,9,116854.71,2,0.0,1,107125.79,0,108,2016/10/01
227,15774393,Ch'ien,694.0,France,Female,30,9,0.0,2,1.0,1,26960.31,0,108,01-10-2016
269,15717398,Fielding,549.0,Spain,Female,39,7,0.0,1,0.0,0,"$81,259.25",1,84,10/02/2018
987,15655339,Spencer,,France,Male,36,1,142120.91,1,1.0,0,79616.37,0,12,2024/10/01
89,15622897,Sharpe,646.0,France,Female,46,4,0.0,3,1.0,0,93251.42,1,48,2021/10/01
104,15776605,Bradley,528.0,Spain,Male,36,7,0.0,2,1.0,0,60536.56,0,84,10/02/2018
594,15775153,Buchi,630.0,SPAIN,Male,32,4,82034.0,1,0.0,0,146326.45,0,48,01 Oct 2021
862,15809100,Nucci,548.0,France,Female,32,2,,1,1.0,0,188083.77,1,24,02 Oct 2023
664,15788659,Howells,695.0,France,Male,46,4,0.0,2,1.0,1,137537.22,0,48,2021/10/01
228,15676895,Cattaneo,547.0,Germany,Female,39,6,74596.15,3,1.0,1,85746.52,1,72,2019-10-02
893,15585255,Moore,577.0,France,Male,42,9,0.0,1,1.0,0,74077.91,0,108,01-10-2016
302,15682541,hartley,616.0,Spain,Female,36,6,132311.71,1,0.0,0,15462.84,0,72,10/02/2019
276,15758685,Dubinina,706.0,Spain,Female,37,7,0.0,2,1.0,1,110899.3,0,84,02 Oct 2018
127,15671137,MacDonald,549.0,France,female,52,1,0.0,1,0.0,1,8636.05,1,12,2024/10/01
406,15692761,Pratt,718.0,France,Male,36,9,0.0,1,1.0,0,"$45,909.87",0,108,2016-10-01
899,15654700,Fallaci,523.0,France,Female,40,2,102967.41,1,1.0,0,128702.1,1,24,10/02/2023
37,15788448,Watson,490.0,spain,Male,31,3,145260.23,1,0.0,1,114066.77,0,36,2022-10-02
140,15640905,VASIN,579.0,Spain,Female,35,1,129490.36,2,0.0,1,8590.83,1,12,2024/10/01
304,15624188,Chiu,712.0,France, Female,33,6,0.0,2,1.0,1,190686.16,0,72,02-10-2019
268,15777076,Clark,651.0,France,Male,36,7,0.0,2,1.0,0,"$13,898.31",0,84,2018/10/02
534,15592300,Mai,543.0,  Spain  ,male,35,10,59408.63,1,1.0,0,76773.53,0,120,2015-10-02
546,15615457,Burns,842.0,SPAIN,Female,44,2,112652.08,2,1.0,0,126644.98,0,24,10/02/2023
213,15573152,GLASSMAN,620.0,France,Female,41,9,0.0,2,0.0,0,88852.47,0,108,01 Oct 2016
469,15633283,  Padovano  ,536.0,France,Male,35,8,0.0,2,1.0,0,,0,96,01 Oct 2017
199,15656176,Jenkins,501.0,france,male,57,10,0.0,2,1.0,1,"$47,847.19",0,120,02-10-2015
528,15573318,Kung,,N/A,Male,26,8,0.0,2,1.0,0,166031.08,0,96,2017-10-01
801,15747542,Perez,605.0,France,Male,52,7,0.0,2,1.0,1,173952.5,0,84,10/02/2018
242,15651001,TSAO,725.0,Germany,Female,39,5,"$116,803.80",1,1.0,0,124052.97,0,60,2020/10/01
343,15681081,Marrero,545.0,Spain,Female,47,5,0.0,2,1.0,1,38970.14,0,60,01-10-2020
550,15600651,Ijendu,,France,Male,24,1,0.0,3,1.0,1,47911.03,0,12,10/01/2024
387,15721181,Oliver,611.0,Spain,male,46,6,0.0,2,1.0,0,45886.33,0,72,2019/10/02
868,15756804,O'Loghlen,636.0,France,Female,48,1,170833.46,1,1.0,0,"$110,510.28",1,12,01 Oct 2024
207,15755262,McDonald,608.0,Spain,female,41,3,89763.84,1,0.0,0,,1,36,10/02/2022
296,15723654,Tsao,900.0,France,M,25,2,135903.33,1,1.0,0,73656.38,0,24,10/02/2023
778,15628936,Archer,692.0,spain,Male,28,9,118945.09,1,0.0,0,"$16,064.25",1,108,2016/10/01
74,15779052,Ballard,604.0,Germany,Female,25,5,157780.84,2,1.0,1,58426.81,0,60,2020/10/01
753,15677305,Hsieh,490.0,France,Female,35,7,107749.03,1,1.0,1,3937.37,0,84,02-10-2018
105,15804919,Dunbabin,670.0,Spain,Female,65,1,0.0,1,1.0,1,177655.68,1,12,2024-10-01
696,15748625,Napolitano,664.0,France,male,57,6,0.0,2,1.0,1,15304.08,0,72,2019/10/02
717,15677369,Golubov,554.0,Germany,Female,37,4,58629.97,1,0.0,0,182038.6,0,48,2021/10/01
974,15779711,Gray,,Spain, Female,38,7,97257.41,2,0.0,1,179883.04,0,84,02-10-2018
17,15737452,Romeo,653.0,Germany,Male,58,1,132602.88,1,1.0,0,"$5,097.67",1,12,01 Oct 2024
440,15690134,Hughes,464.0,Germany,Female,42,3,85679.25,1,1.0,1,164104.74,0,36,02 Oct 2022
92,15731511,Ritchie,808.0,France,Male,45,7,118626.55,2,1.0,0,147132.46,0,84,02-10-2018
89,15622897,Sharpe,646.0,France,Female,46,4,0.0,3,1.0,0,93251.42,1,48,2021/10/01
451,15794396,Newbold,494.0,Germany,Female,38,7,174937.64,1,1.0,0,40084.32,0,84,10/02/2018
103,15580146,Hung,738.0,France,M,31,9,82674.15,1,1.0,0,41970.72,0,108,2016-10-01
239,15794056,  Johnston  ,668.0,France,Female,46,2,0.0,3,1.0,0,89048.46,1,24,10/02/2023
729,15654238,  Jen  ,673.0,France,Female,40,5,137494.28,1,1.0,0,81753.92,0,60,01-10-2020
247,15685500,Glazkov,772.0,Germany,Male,26,7,152400.51,2,1.0,0,79414.0,0,84,10/02/2018
721,15721658,Fleming,672.0,Spain, Female,56,2,209767.31,2,1.0,1,150694.42,1,24,02 Oct 2023
158,15623595,Clayton,586.0,SPAIN,Female,28,2,0.0,2,1.0,1,92067.35,0,24,10/02/2023
480,15797736,Smith,658.0,  France  ,M,29,4,80262.6,1,1.0,1,20612.82,0,48,2021/10/01
646,15569807,Ejimofor,673.0,France,Female,34,8,42157.08,1,1.0,0,20598.59,1,96,01 Oct 2017
854,15745012,Pettit,653.0,France,Female,43,6,0.0,2,1.0,1,7330.59,0,72,2019/10/02
830,15639788,Yuan,577.0,France,Female,39,10,0.0,2,1.0,0,10553.31,0,120,02-10-2015
19,15661507,Muldrow,587.0,Spain,Male,45,6,0.0,1,0.0,0,158684.81,0,72,02 Oct 2019
713,15629448,Brady,632.0,Spain,Male,38,1,120599.21,1,1.0,0,92816.86,0,12,01-10-2024
122,15580203,Kennedy,674.0,Spain,Male,39,6,120193.42,1,0.0,0,100130.95,0,72,02 Oct 2019
844,15672012,Jen,773.0,Spain,Female,41,5,0.0,1,1.0,0,28266.9,1,60,01 Oct 2020
826,15660602,Ch'eng,464.0,Germany,Male,33,8,164284.72,2,1.0,1,3710.34,0,96,01-10-2017
275,15800116,Bowman,712.0,germany,Male,28,4,145605.44,1,0.0,1,"$93,883.53",0,48,2021-10-01
434,15595039,Manna,545.0,Germany, Female,37,8,114754.08,1,1.0,0,136050.44,1,96,2017/10/01
906,15675964,Chukwukadibia,672.0,France,Female,45,9,0.0,1,1.0,1,92027.69,1,108,01 Oct 2016
312,15702919,Collins,729.0,Germany,Male,30,6,"$63,669.42",1,1.0,0,145111.37,0,72,2019/10/02
766,15812351,  Beluchi  ,710.0,Spain, Female,27,2,135277.96,1,1.0,0,142200.15,0,24,02 Oct 2023
843,15599433,Fanucci,660.0,Germany,Male,35,8,58641.43,1,0.0,1,198674.08,0,96,01-10-2017
547,15708916,Paterson,587.0,France,Male,38,0,0.0,2,1.0,0,47414.15,0,0,01-10-2025
182,15789669,Hsia,510.0,France,Male,65,2,0.0,2,1.0,1,48071.61,0,24,02 Oct 2023
185,15719377,Cocci,804.0,France,F,50,4,0.0,1,1.0,1,8546.87,1,48,2021/10/01
407,15578045,Mitchell,538.0,Spain,Female,49,9,141434.04,1,0.0,0,173779.25,1,108,2016-10-01
607,15661249,Bellucci,699.0,France,Male,53,4,0.0,2,0.0,1,111307.98,0,48,10/01/2021
693,15665238,Beneventi,745.0,Germany,Male,36,8,,1,0.0,0,6078.46,0,96,2017-10-01
521,15671256,macartney,850.0,France,Female,35,1,211774.31,1,1.0,0,188574.12,1,12,2024/10/01
381,15713578,Farrell,483.0,France,Female,50,9,0.0,2,1.0,1,111020.24,0,108,01 Oct 2016
411,15566594,McKenzie,709.0,Spain,Male,23,10,0.0,2,0.0,0,129590.18,0,120,2015/10/02
635,15738181,Douglas,850.0,France,Male,31,6,67996.23,2,0.0,0,50129.87,1,72,2019/10/02
370,15583303,Monaldo,593.0,France,Female,29,2,152265.43,1,1.0,0,34004.44,0,24,2023-10-02
818,15806438,Chiabuotu,580.0,Germany,Female,42,2,123331.36,1,0.0,0,103516.08,1,24,02-10-2023
841,15707567,Esposito,732.0,Germany,Male,50,6,145338.76,1,0.0,0,91936.1,1,72,2019/10/02
761,15583212,Chidozie,600.0,France,F,43,5,"$134,022.06",1,1.0,0,194764.83,0,60,01-10-2020
79,15575185,Bushell,757.0,Spain,male,33,5,77253.22,1,0.0,1,194239.63,0,60,2020-10-01
574,15607312,Ch'ang,648.0,spain,Female,49,10,0.0,2,1.0,1,159835.78,1,120,02-10-2015
638,15583725,Mairinger,682.0,France,M,48,1,138778.15,1,0.0,1,168840.23,0,12,2024-10-01
608,15629117,Harper,584.0,France,Male,28,10,$0.00,2,1.0,0,19834.32,0,120,2015/10/02
802,15762238,Fraser,671.0,Germany,Female,44,0,84745.03,2,0.0,1,34673.98,0,0,01 Oct 2025
894,15772781,Ball,703.0,  France  ,Female,51,3,0.0,3,1.0,1,77294.56,1,36,02 Oct 2022
839,15585888,  Nwokezuike  ,553.0,Spain,Female,48,3,0.0,1,0.0,1,"$30,730.95",1,36,02-10-2022
933,15634141,Shephard,708.0,Germany, Female,42,8,192390.52,2,1.0,0,823.36,0,96,01 Oct 2017
417,15720559,HEATH,487.0,Germany,Female,61,-1,110368.03,1,0.0,0,11384.45,1,60,01 Oct 2020
750,15698839,Okwudilichukwu,460.0,Germany,Male,46,4,127559.97,2,1.0,1,126952.5,0,48,01 Oct 2021
562,15800440,POWER,650.0,Spain,Male,61,1,152968.73,1,0.0,1,82970.69,0,12,01 Oct 2024
68,15641582,Chibugo,735.0,Germany,Male,43,10,123180.01,2,1.0,1,"$196,673.28",0,120,2015/10/02
537,15592846,Fiorentini,639.0,Germany,Male,35,10,"$128,173.90",2,1.0,0,59093.39,0,120,2015/10/02
78,15662085,Read,678.0,  France  ,female,32,9,0.0,1,1.0,1,148210.64,0,108,2016-10-01
106,15613854,Mauldon,622.0,Unknown,Female,46,4,107073.27,2,1.0,1,30984.59,1,48,01 Oct 2021
1003,15670755,SHAW,650.0,France, Male,60,8,0.0,2,1.0,1,102925.76,0,96,10/01/2017
934,15737795,Scott,512.0,Spain, Male,36,1,0.0,1,0.0,1,"$135,482.26",1,12,01-10-2024
639,15588350,McIntyre,744.0,France,Female,43,10,147832.15,1,,1,24234.11,0,120,2015-10-02
560,15571816,Ritchie,850.0,Spain,Female,70,5,0.0,1,1.0,1,705.18,0,60,01-10-2020
768,15677921,Bobrov,720.0,Germany,Male,60,9,115920.62,2,0.0,0,157552.08,1,108,2016/10/01
691,15589493,Otitodilinna,716.0,Germany,Male,27,1,122552.34,2,1.0,0,67611.36,0,12,01-10-2024
877,15581229,Gregory,502.0,Germany,Female,32,1,173340.83,1,0.0,1,122763.95,0,12,2024/10/01
948,15741336,Ejimofor,,France,Female,38,5,118590.41,1,1.0,1,5684.17,1,60,01-10-2020
879,15656333,Jen,574.0,France, Female,33,3,134348.57,1,1.0,0,63163.99,0,36,2022/10/02
736,15784209,Tang,497.0,France,Male,47,6,0.0,1,1.0,1,90055.08,0,72,2019/10/02
786,15660155,LORENZO,792.0,  Spain  ,M,36,5,"$92,140.15",1,0.0,1,67468.67,0,60,2020-10-01
491,15714689,Houghton,591.0,Spain,Male,29,1,97541.24,1,1.0,1,196356.17,0,12,2024-10-01
317,15662736,Doyle,559.0,France,M,49,2,147069.78,1,1.0,0,120540.83,1,24,10/02/2023
968,15720893,GILBERT,637.0,Spain,Female,34,9,,2,0.0,0,26057.08,0,108,01-10-2016
606,15814035,Lawrence,601.0,France,Male,29,9,0.0,1,1.0,1,80393.27,0,108,10/01/2016
364,15745088,Chen,443.0,Germany, Female,29,9,99027.61,2,1.0,0,"$10,940.40",0,108,2016/10/01
70,15755648,Pisano,675.0,France,Female,21,8,98373.26,1,1.0,0,18203.0,0,96,2017-10-01
549,15595440,Kryukova,508.0,  France  ,Male,49,7,122451.46,2,,1,75808.1,0,84,2018-10-02
161,15692132,Wilkinson,717.0,  Spain  ,Female,22,6,101060.25,1,0.0,1,84699.56,0,72,02 Oct 2019
12,15737173,Andrews,497.0,Spain,male,24,3,0.0,2,1.0,0,76390.01,0,36,02-10-2022
145,15612350,  Taylor  ,691.0,France,Female,31,5,40915.55,1,1.0,0,"$126,213.84",1,60,2020-10-01
518,15781307,Schneider,779.0,GERMANY,Male,37,7,120092.52,2,1.0,0,135925.72,0,84,02 Oct 2018
428,15806964,Utz,702.0,France,Male,45,0,80793.58,1,1.0,1,27474.81,0,0,10/01/2025
